VNUM	LOCALE_NAME
5047	Gong de fontaine+7
5048	Gong de fontaine+8
5049	Gong de fontaine+9
5050	Gong abricot+0
5051	Gong abricot+1
5052	Gong abricot+2
5053	Gong abricot+3
5054	Gong abricot+4
5055	Gong abricot+5
5056	Gong abricot+6
5057	Gong abricot+7
5058	Gong abricot+8
5059	Gong abricot+9
5060	Gong magique+0
5061	Gong magique+1
5062	Gong magique+2
5063	Gong magique+3
5064	Gong magique+4
5065	Gong magique+5
5066	Gong magique+6
5067	Gong magique+7
5068	Gong magique+8
5069	Gong magique+9
5070	Gong d\'insecte d\'or+0
5071	Gong d\'insecte d\'or+1
5072	Gong d\'insecte d\'or+2
5073	Gong d\'insecte d\'or+3
5074	Gong d\'insecte d\'or+4
5075	Gong d\'insecte d\'or+5
5076	Gong d\'insecte d\'or+6
5077	Gong d\'insecte d\'or+7
5078	Gong d\'insecte d\'or+8
5079	Gong d\'insecte d\'or+9
5080	Gong d\'insecte d\'acier+
5081	Gong d\'insecte d\'acier+
5082	Gong d\'insecte d\'acier+
5083	Gong d\'insecte d\'acier+
5084	Gong d\'insecte d\'acier+
5085	Gong d\'insecte d\'acier+
5086	Gong d\'insecte d\'acier+
5087	Gong d\'insecte d\'acier+
5088	Gong d\'insecte d\'acier+
5089	Gong d\'insecte d\'acier+
5090	Gong oiseau tonnerre+0
5091	Gong oiseau tonnerre+1
5092	Gong oiseau tonnerre+2
5093	Gong oiseau tonnerre+3
5094	Gong oiseau tonnerre+4
5095	Gong oiseau tonnerre+5
5096	Gong oiseau tonnerre+6
5097	Gong oiseau tonnerre+7
5098	Gong oiseau tonnerre+8
5099	Gong oiseau tonnerre+9
5100	Gong terre et ciel+0
5101	Gong terre et ciel+1
5102	Gong terre et ciel+2
5103	Gong terre et ciel+3
5104	Gong terre et ciel+4
5105	Gong terre et ciel+5
5106	Gong terre et ciel+6
5107	Gong terre et ciel+7
5108	Gong terre et ciel+8
5109	Gong terre et ciel+9
5110	Gong antique+0
5111	Gong antique+1
5112	Gong antique+2
5113	Gong antique+3
5114	Gong antique+4
5115	Gong antique+5
5116	Gong antique+6
5117	Gong antique+7
5118	Gong antique+8
5119	Gong antique+9
5120	Gong de bambou+0
5121	Gong de bambou+1
5122	Gong de bambou+2
5123	Gong de bambou+3
5124	Gong de bambou+4
5125	Gong de bambou+5
5126	Gong de bambou+6
5127	Gong de bambou+7
5128	Gong de bambou+8
5129	Gong de bambou+9
5130	Gong sinistre évent.+0
5131	Gong sinistre évent.+1
5132	Gong sinistre évent.+2
5133	Gong sinistre évent.+3
5134	Gong sinistre évent.+4
5135	Gong sinistre évent.+5
5136	Gong sinistre évent.+6
5137	Gong sinistre évent.+7
5138	Gong sinistre évent.+8
5139	Gong sinistre évent.+9
5140	Gong du dragon+0
5141	Gong du dragon+1
5142	Gong du dragon+2
5143	Gong du dragon+3
5144	Gong du dragon+4
5145	Gong du dragon+5
5146	Gong du dragon+6
5147	Gong du dragon+7
5148	Gong du dragon+8
5149	Gong du dragon+9
5150	Gong de l\'hibiscus+0
5151	Gong de l\'hibiscus+1
5152	Gong de l\'hibiscus+2
5153	Gong de l\'hibiscus+3
5154	Gong de l\'hibiscus+4
5155	Gong de l\'hibiscus+5
5156	Gong de l\'hibiscus+6
5157	Gong de l\'hibiscus+7
5158	Gong de l\'hibiscus+8
5159	Gong de l\'hibiscus+9
5330	Gong Gueule de Dragon +0
5331	Gong Gueule de Dragon +1
5332	Gong Gueule de Dragon +2
5333	Gong Gueule de Dragon +3
5334	Gong Gueule de Dragon +4
5335	Gong Gueule de Dragon +5
5336	Gong Gueule de Dragon +6
5337	Gong Gueule de Dragon +7
5338	Gong Gueule de Dragon +8
5339	Gong Gueule de Dragon +9
5340	Cloche dragon fantôme +0
5341	Cloche dragon fantôme +1
5342	Cloche dragon fantôme +2
5343	Cloche dragon fantôme +3
5344	Cloche dragon fantôme +4
5345	Cloche dragon fantôme +5
5346	Cloche dragon fantôme +6
5347	Cloche dragon fantôme +7
5348	Cloche dragon fantôme +8
5349	Clochedragon fantôme +9
6000	Flambeau d\'acier+0
6001	Flambeau d\'acier+1
6002	Flambeau d\'acier+2
6003	Flambeau d\'acier+3
6004	Flambeau d\'acier+4
6005	Flambeau d\'acier+5
6006	Flambeau d\'acier+6
6007	Flambeau d\'acier+7
6008	Flambeau d\'acier+8
6009	Flambeau d\'acier+9
6010	Lance de phoenix+0
6011	Lance de phoenix+1
6012	Lance de phoenix+2
6013	Lance de phoenix+3
6014	Lance de phoenix+4
6015	Lance de phoenix+5
6016	Lance de phoenix+6
6017	Lance de phoenix+7
6018	Lance de phoenix+8
6019	Lance de phoenix+9
6020	Griffe de fer+0
6021	Griffe de fer+1
6022	Griffe de fer+2
6023	Griffe de fer+3
6024	Griffe de fer+4
6025	Griffe de fer+5
6026	Griffe de fer+6
6027	Griffe de fer+7
6028	Griffe de fer+8
6029	Griffe de fer+9
6030	Griffe d\'acier+0
6031	Griffe d\'acier+1
6032	Griffe d\'acier+2
6033	Griffe d\'acier+3
6034	Griffe d\'acier+4
6035	Griffe d\'acier+5
6036	Griffe d\'acier+6
6037	Griffe d\'acier+7
6038	Griffe d\'acier+8
6039	Griffe d\'acier+9
6040	Griffe prédatrice+0
6041	Griffe prédatrice+1
6042	Griffe prédatrice+2
6043	Griffe prédatrice+3
6044	Griffe prédatrice+4
6045	Griffe prédatrice+5
6046	Griffe prédatrice+6
6047	Griffe prédatrice+7
6048	Griffe prédatrice+8
6049	Griffe prédatrice+9
6050	Griffe de scarabée+0
6051	Griffe de scarabée+1
6052	Griffe de scarabée+2
6053	Griffe de scarabée+3
6054	Griffe de scarabée+4
6055	Griffe de scarabée+5
6056	Griffe de scarabée+6
6057	Griffe de scarabée+7
6058	Griffe de scarabée+8
6059	Griffe de scarabée+9
6060	Griffe de faucon+0
6061	Griffe de faucon+1
6062	Griffe de faucon+2
6063	Griffe de faucon+3
6064	Griffe de faucon+4
6065	Griffe de faucon+5
6066	Griffe de faucon+6
6067	Griffe de faucon+7
6068	Griffe de faucon+8
6069	Griffe de faucon+9
6070	Griffe épineuse+0
6071	Griffe épineuse+1
6072	Griffe épineuse+2
6073	Griffe épineuse+3
6074	Griffe épineuse+4
6075	Griffe épineuse+5
6076	Griffe épineuse+6
6077	Griffe épineuse+7
6078	Griffe épineuse+8
6079	Griffe épineuse+9
6080	Croc de loup vert+0
6081	Croc de loup vert+1
6082	Croc de loup vert+2
6083	Croc de loup vert+3
6084	Croc de loup vert+4
6085	Croc de loup vert+5
6086	Croc de loup vert+6
6087	Croc de loup vert+7
6088	Croc de loup vert+8
6089	Croc de loup vert+9
6090	Seigneur des dragons+0
6091	Seigneur des dragons+1
6092	Seigneur des dragons+2
6093	Seigneur des dragons+3
6094	Seigneur des dragons+4
6095	Seigneur des dragons+5
6096	Seigneur des dragons+6
6097	Seigneur des dragons+7
6098	Seigneur des dragons+8
6099	Seigneur des dragons+9
7000	Eventail+0
7001	Eventail+1
7002	Eventail+2
7003	Eventail+3
7004	Eventail+4
7005	Eventail+5
7006	Eventail+6
7007	Eventail+7
7008	Eventail+8
7009	Eventail+9
7010	Eventail de fer+0
7011	Eventail de fer+1
7012	Eventail de fer+2
7013	Eventail de fer+3
7014	Eventail de fer+4
7015	Eventail de fer+5
7016	Eventail de fer+6
7017	Eventail de fer+7
7018	Eventail de fer+8
7019	Eventail de fer+9
7020	Eventail du tigre noir+0
7021	Eventail du tigre noir+1
7022	Eventail du tigre noir+2
7023	Eventail du tigre noir+3
7024	Eventail du tigre noir+4
7025	Eventail du tigre noir+5
7026	Eventail du tigre noir+6
7027	Eventail du tigre noir+7
7028	Eventail du tigre noir+8
7029	Eventail du tigre noir+9
7030	Eventail aile de grue+0
7031	Eventail aile de grue+1
7032	Eventail aile de grue+2
7033	Eventail aile de grue+3
7034	Eventail aile de grue+4
7035	Eventail aile de grue+5
7036	Eventail aile de grue+6
7037	Eventail aile de grue+7
7038	Eventail aile de grue+8
7039	Eventail aile de grue+9
7040	Eventail du paon+0
7041	Eventail du paon+1
7042	Eventail du paon+2
7043	Eventail du paon+3
7044	Eventail du paon+4
7045	Eventail du paon+5
7046	Eventail du paon+6
7047	Eventail du paon+7
7048	Eventail du paon+8
7049	Eventail du paon+9
7050	Eventail aquatique+0
7051	Eventail aquatique+1
7052	Eventail aquatique+2
7053	Eventail aquatique+3
7054	Eventail aquatique+4
7055	Eventail aquatique+5
7056	Eventail aquatique+6
7057	Eventail aquatique+7
7058	Eventail aquatique+8
7059	Eventail aquatique+9
7060	Eventail de pierre+0
7061	Eventail de pierre+1
7062	Eventail de pierre+2
7063	Eventail de pierre+3
7064	Eventail de pierre+4
7065	Eventail de pierre+5
7066	Eventail de pierre+6
7067	Eventail de pierre+7
7068	Eventail de pierre+8
7069	Eventail de pierre+9
7070	Eventail de l\'océan+0
7071	Eventail de l\'océan+1
7072	Eventail de l\'océan+2
7073	Eventail de l\'océan+3
7074	Eventail de l\'océan+4
7075	Eventail de l\'océan+5
7076	Eventail de l\'océan+6
7077	Eventail de l\'océan+7
7078	Eventail de l\'océan+8
7079	Eventail de l\'océan+9
7080	Eventail de piqûre+0
7081	Eventail de piqûre+1
7082	Eventail de piqûre+2
7083	Eventail de piqûre+3
7084	Eventail de piqûre+4
7085	Eventail de piqûre+5
7086	Eventail de piqûre+6
7087	Eventail de piqûre+7
7088	Eventail de piqûre+8
7089	Eventail de piqûre+9
7090	Eventail du phoenix+0
7091	Eventail du phoenix+1
7092	Eventail du phoenix+2
7093	Eventail du phoenix+3
7094	Eventail du phoenix+4
7095	Eventail du phoenix+5
7096	Eventail du phoenix+6
7097	Eventail du phoenix+7
7098	Eventail du phoenix+8
7099	Eventail du phoenix+9
7100	Eventail triple+0
7101	Eventail triple+1
7102	Eventail triple+2
7103	Eventail triple+3
7104	Eventail triple+4
7105	Eventail triple+5
7106	Eventail triple+6
7107	Eventail triple+7
7108	Eventail triple+8
7109	Eventail triple+9
7110	Eventails de cils+0
7111	Eventails de cils+1
7112	Eventails de cils+2
7113	Eventails de cils+3
7114	Eventails de cils+4
7115	Eventails de cils+5
7116	Eventails de cils+6
7117	Eventails de cils+7
7118	Eventails de cils+8
7119	Eventails de cils+9
7120	Eventail soleil noir+0
7121	Eventail soleil noir+1
7122	Eventail soleil noir+2
7123	Eventail soleil noir+3
7124	Eventail soleil noir+4
7125	Eventail soleil noir+5
7126	Eventail soleil noir+6
7127	Eventail soleil noir+7
7128	Eventail soleil noir+8
7129	Eventail soleil noir+9
7130	Event. oiseau céleste+0
7131	Event. oiseau céleste+1
7132	Event. oiseau céleste+2
7133	Event. oiseau céleste+3
7134	Event. oiseau céleste+4
7135	Event. oiseau céleste+5
7136	Event. oiseau céleste+6
7137	Event. oiseau céleste+7
7138	Event. oiseau céleste+8
7139	Event. oiseau céleste+9
7140	Eventail du salut+0
7141	Eventail du salut+1
7142	Eventail du salut+2
7143	Eventail du salut+3
7144	Eventail du salut+4
7145	Eventail du salut+5
7146	Eventail du salut+6
7147	Eventail du salut+7
7148	Eventail du salut+8
7149	Eventail du salut+9
7150	Eventail d\'extase+0
7151	Eventail d\'extase+1
7152	Eventail d\'extase+2
7153	Eventail d\'extase+3
7154	Eventail d\'extase+4
7155	Eventail d\'extase+5
7156	Eventail d\'extase+6
7157	Eventail d\'extase +7
7158	Eventail d\'extase+8
7159	Eventail d\'extase+9
7160	Eventail vent d\'autom.+0
7161	Eventail vent d\'autom.+1
7162	Eventail vent d\'autom.+2
7163	Eventail vent d\'autom.+3
7164	Eventail vent d\'autom.+4
7165	Eventail vent d\'autom.+5
7166	Eventail vent d\'autom.+6
7167	Eventail vent d\'autom.+7
7168	Eventail vent d\'autom.+8
7169	Eventail vent d\'autom.+9
7170	Event. des 8 trigram.+0
7171	Event. des 8 trigram.+1
7172	Event. des 8 trigram.+2
7173	Event. des 8 trigram.+3
7174	Event. des 8 trigram.+4
7175	Event. des 8 trigram.+5
7176	Event. des 8 trigram.+6
7177	Event. des 8 trigram.+7
7178	Event. des 8 trigram.+8
7179	Event. des 8 trigram.+9
7180	Event. dragon couché+0
7181	Event. dragon couché+1
7182	Event. dragon couché+2
7183	Event. dragon couché+3
7184	Event. dragon couché+4
7185	Event. dragon couché+5
7186	Event. dragon couché+6
7187	Event. dragon couché+7
7188	Event. dragon couché+8
7189	Event. dragon couché+9
7190	Eventail démoniaque +0
7191	Eventail démoniaque +1
7192	Eventail démoniaque +2
7193	Eventail démoniaque +3
7194	Eventail démoniaque +4
7195	Eventail démoniaque +5
7196	Eventail démoniaque +6
7197	Eventail démoniaque +7
7198	Eventail démoniaque +8
7199	Eventail démoniaque +9
7200	Javelot+0
7201	Javelot+1
7202	Javelot+2
7203	Javelot+3
7204	Javelot+4
7205	Javelot+5
7206	Javelot+6
7207	Javelot+7
7208	Javelot+8
7209	Javelot+9
7370	Event. dragon couché+0
7371	Event. dragon couché+1
7372	Event. dragon couché+2
7373	Event. dragon couché+3
7374	Event. dragon couché+4
7375	Event. dragon couché+5
7376	Event. dragon couché+6
7377	Event. dragon couché+7
7378	Event. dragon couché+8
7379	Event. dragon couché+9
8000	Flèche de bois
8001	Flèche de bambou
8002	Flèche de pierre
8003	Flèche de fer
8004	Flèche d\'acier
8005	Flèche d\'argent
8006	Flèche de feu
8007	Flèche empoisonnée
8008	Flèche de glace
8009	Flèche maudite
9001	Armure nahan+5
9002	Armure tanma+5
9003	Armure jinhan+5
9004	Armure Chung+5
9501	Epée+5
9502	Epée courte+5
9503	Flèche courte+5
9504	Epée longue+5
9505	Grand Eventail+5
11000	Armure du loup
11010	Armure sanglier sauvage
11020	Armure de l\'ours
11030	Armure du tigre
11200	Armure du singe+0
11201	Armure du singe+1
11202	Armure du singe+2
11203	Armure du singe+3
11204	Armure du singe+4
11205	Armure du singe+5
11206	Armure du singe+6
11207	Armure du singe+7
11208	Armure du singe+8
11209	Armure du singe+9
11210	Armure de  fer+0
11211	Armure de  fer+1
11212	Armure de  fer+2
11213	Armure de  fer+3
11214	Armure de  fer+4
11215	Armure de  fer+5
11216	Armure de  fer+6
11217	Armure de  fer+7
11218	Armure de  fer+8
11219	Armure de  fer+9
11220	Armure du tigre tapi+0
11221	Armure du tigre tapi+1
11222	Armure du tigre tapi+2
11223	Armure du tigre tapi+3
11224	Armure du tigre tapi+4
11225	Armure du tigre tapi+5
11226	Armure du tigre tapi+6
11227	Armure du tigre tapi+7
11228	Armure du tigre tapi+8
11229	Armure du tigre tapi+9
11230	Armure du lion+0
11231	Armure du lion+1
11232	Armure du lion+2
11233	Armure du lion+3
11234	Armure du lion+4
11235	Armure du lion+5
11236	Armure du lion+6
11237	Armure du lion+7
11238	Armure du lion+8
11239	Armure du lion+9
11240	Armure mortelle+0
11241	Armure mortelle+1
11242	Armure mortelle+2
11243	Armure mortelle+3
11244	Armure mortelle+4
11245	Armure mortelle+5
11246	Armure mortelle+6
11247	Armure mortelle+7
11248	Armure mortelle+8
11249	Armure mortelle+9
11250	Arm. balance du dragon+0
11251	Arm. balance du dragon+1
11252	Arm. balance du dragon+2
11253	Arm. balance du dragon+3
11254	Arm. balance du dragon+4
11255	Arm. balance du dragon+5
11256	Arm. balance du dragon+6
11257	Arm. balance du dragon+7
11258	Arm. balance du dragon+8
11259	Arm. balance du dragon+9
11260	Arm. balance bleue+0
11261	Arm. balance bleue+1
11262	Arm. balance bleue+2
11263	Arm. balance bleue+3
11264	Arm. balance bleue+4
11265	Arm. balance bleue+5
11266	Arm. balance bleue+6
11267	Arm. balance bleue+7
11268	Arm. balance bleue+8
11269	Arm. balance bleue+9
11270	Armure balance d\'or+0
11271	Armure balance d\'or+1
11272	Armure balance d\'or+2
11273	Armure balance d\'or+3
11274	Armure balance d\'or+4
11275	Armure balance d\'or+5
11276	Armure balance d\'or+6
11277	Armure balance d\'or+7
11278	Armure balance d\'or+8
11279	Armure balance d\'or+9
11280	Armure du dieu dragon+0
11281	Armure du dieu dragon+1
11282	Armure du dieu dragon+2
11283	Armure du dieu dragon+3
11284	Armure du dieu dragon+4
11285	Armure du dieu dragon+5
11286	Armure du dieu dragon+6
11287	Armure du dieu dragon+7
11288	Armure du dieu dragon+8
11289	Armure du dieu dragon+9
11290	Armure d\'acier noir+0
11291	Armure d\'acier noir+1
11292	Armure d\'acier noir+2
11293	Armure d\'acier noir+3
11294	Armure d\'acier noir+4
11295	Armure d\'acier noir+5
11296	Armure d\'acier noir+6
11297	Armure d\'acier noir+7
11298	Armure d\'acier noir+8
11299	Armure d\'acier noir+9
11300	Malléabilité
11301	Malléabilité
11302	Bonne endurance
11303	Armure faible
11304	Mur ennemi
11305	Intelligence
11306	Soldats
11307	Chaussures supérieures
11308	Endurance de l\'ennemi
11309	Endurance autre ennemi
11400	Costume azur+0
11401	Costume azur+1
11402	Costume azur+2
11403	Costume azur+3
11404	Costume azur+4
11405	Costume azur+5
11406	Costume azur+6
11407	Costume azur+7
11408	Costume azur+8
11409	Costume azur+9
11410	Costume ivoire+0
11411	Costume ivoire+1
11412	Costume ivoire+2
11413	Costume ivoire+3
11414	Costume ivoire+4
11415	Costume ivoire+5
11416	Costume ivoire+6
11417	Costume ivoire+7
11418	Costume ivoire+8
11419	Costume ivoire+9
11420	Costume cramoisi+0
11421	Costume cramoisi+1
11422	Costume cramoisi+2
11423	Costume cramoisi+3
11424	Costume cramoisi+4
11425	Costume cramoisi+5
11426	Costume cramoisi+6
11427	Costume cramoisi+7
11428	Costume cramoisi+8
11429	Costume cramoisi+9
11430	Cost. de fourmi rouge+0
11431	Cost. de fourmi rouge+1
11432	Cost. de fourmi rouge+2
11433	Cost. de fourmi rouge+3
11434	Cost. de fourmi rouge+4
11435	Cost. de fourmi rouge+5
11436	Cost. de fourmi rouge+6
11437	Cost. de fourmi rouge+7
11438	Cost. de fourmi rouge+8
11439	Cost. de fourmi rouge+9
11440	Costume de fourmi-lion+0
11441	Costume de fourmi-lion+1
11442	Costume de fourmi-lion+2
11443	Costume de fourmi-lion+3
11444	Costume de fourmi-lion+4
11445	Costume de fourmi-lion+5
11446	Costume de fourmi-lion+6
11447	Costume de fourmi-lion+7
11448	Costume de fourmi-lion+8
11449	Costume de fourmi-lion+9
11450	Costume d\'assassin+0
11451	Costume d\'assassin+1
11452	Costume d\'assassin+2
11453	Costume d\'assassin+3
11454	Costume d\'assassin+4
11455	Costume d\'assassin+5
11456	Costume d\'assassin+6
11457	Costume d\'assassin+7
11458	Costume d\'assassin+8
11459	Costume d\'assassin+9
11460	Cost. de jeune dragon+0
11461	Cost. de jeune dragon+1
11462	Cost. de jeune dragon+2
11463	Cost. de jeune dragon+3
11464	Cost. de jeune dragon+4
11465	Cost. de jeune dragon+5
11466	Cost. de jeune dragon+6
11467	Cost. de jeune dragon+7
11468	Cost. de jeune dragon+8
11469	Cost. de jeune dragon+9
11470	Cost. vent meurtrier+0
11471	Cost. vent meurtrier+1
11472	Cost. vent meurtrier+2
11473	Cost. vent meurtrier+3
11474	Cost. vent meurtrier+4
11475	Cost. vent meurtrier+5
11476	Cost. vent meurtrier+6
11477	Cost. vent meurtrier+7
11478	Cost. vent meurtrier+8
11479	Cost. vent meurtrier+9
11480	Costume fuschia+0
11481	Costume fuschia+1
11482	Costume fuschia+2
11483	Costume fuschia+3
11484	Costume fuschia+4
11485	Costume fuschia+5
11486	Costume fuschia+6
11487	Costume fuschia+7
11488	Costume fuschia+8
11489	Costume fuschia+9
11490	Costume du vent noir+0
11491	Costume du vent noir+1
11492	Costume du vent noir+2
11493	Costume du vent noir+3
11494	Costume du vent noir+4
11495	Costume du vent noir+5
11496	Costume du vent noir+6
11497	Costume du vent noir+7
11498	Costume du vent noir+8
11499	Costume du vent noir+9
11500	Gang-Ma
11501	Zung-Seon
11502	Chung-Zin
11503	Ho-Young
11504	Young-Seon
11505	Su-Sin
11506	O-Gyo
11507	Bi-Pung
11508	Zeok-Hyoun
11509	Ho-Gu
11600	Armure de réquiem+0
11601	Armure de réquiem+1
11602	Armure de réquiem+2
11603	Armure de réquiem+3
11604	Armure de réquiem+4
11605	Armure de réquiem+5
11606	Armure de réquiem+6
11607	Armure de réquiem+7
11608	Armure de réquiem+8
11609	Armure de réquiem+9
11610	Armure tempétueuse+0
11611	Armure tempétueuse+1
11612	Armure tempétueuse+2
11613	Armure tempétueuse+3
11614	Armure tempétueuse+4
11615	Armure tempétueuse+5
11616	Armure tempétueuse+6
11617	Armure tempétueuse+7
11618	Armure tempétueuse+8
11619	Armure tempétueuse+9
11620	Armure de malchance+0
11621	Armure de malchance+1
11622	Armure de malchance+2
11623	Armure de malchance+3
11624	Armure de malchance+4
11625	Armure de malchance+5
11626	Armure de malchance+6
11627	Armure de malchance+7
11628	Armure de malchance+8
11629	Armure de malchance+9
11630	Armure de fantôme+0
11631	Armure de fantôme+1
11632	Armure de fantôme+2
11633	Armure de fantôme+3
11634	Armure de fantôme+4
11635	Armure de fantôme+5
11636	Armure de fantôme+6
11637	Armure de fantôme+7
11638	Armure de fantôme+8
11639	Armure de fantôme+9
11640	Armure du yin-yang+0
11641	Armure du yin-yang+1
11642	Armure du yin-yang+2
11643	Armure du yin-yang+3
11644	Armure du yin-yang+4
11645	Armure du yin-yang+5
11646	Armure du yin-yang+6
11647	Armure du yin-yang+7
11648	Armure du yin-yang+8
11649	Armure du yin-yang+9
11650	Armure mystique noir+0
11651	Armure mystique noir+1
11652	Armure mystique noir+2
11653	Armure mystique noir+3
11654	Armure mystique noir+4
11655	Armure mystique noir+5
11656	Armure mystique noir+6
11657	Armure mystique noir+7
11658	Armure mystique noir+8
11659	Armure mystique noir+9
11660	Armure nébuleuse+0
11661	Armure nébuleuse+1
11662	Armure nébuleuse+2
11663	Armure nébuleuse+3
11664	Armure nébuleuse+4
11665	Armure nébuleuse+5
11666	Armure nébuleuse+6
11667	Armure nébuleuse+7
11668	Armure nébuleuse+8
11669	Armure nébuleuse+9
11670	Arm. visage spectrale+0
11671	Arm. visage spectrale+1
11672	Arm. visage spectrale+2
11673	Arm. visage spectrale+3
11674	Arm. visage spectrale+4
11675	Arm. visage spectrale+5
11676	Arm. visage spectrale+6
11677	Arm. visage spectrale+7
11678	Arm. visage spectrale+8
11679	Arm. visage spectrale+9
11680	Armure d\'Esprit+0
11681	Armure d\'Esprit+1
11682	Armure d\'Esprit+2
11683	Armure d\'Esprit+3
11684	Armure d\'Esprit+4
11685	Armure d\'Esprit+5
11686	Armure d\'Esprit+6
11687	Armure d\'Esprit+7
11688	Armure d\'Esprit+8
11689	Armure d\'Esprit+9
11690	Armure de magie noire+0
11691	Armure de magie noire+1
11692	Armure de magie noire+2
11693	Armure de magie noire+3
11694	Armure de magie noire+4
11695	Armure de magie noire+5
11696	Armure de magie noire+6
11697	Armure de magie noire+7
11698	Armure de magie noire+8
11699	Armure de magie noire+9
11700	Gang-Ryoung-Gab
11701	Geuk-Hon-Gab
11702	Ha-An-Gab
11703	Bi-Sang-Gab
11704	Ya-Sang-Gab
11705	Noe-Un-Gab
11706	Zeok-Sang-Gab
11707	Heuk-Gui-Gab
11708	Ma-Sin-Gab
11709	Ma-Ryoung-Sin-Gab
11800	Robe Pourpre +0
11801	Robe Pourpre +1
11802	Robe Pourpre +2
11803	Robe Pourpre +3
11804	Robe Pourpre +4
11805	Robe Pourpre +5
11806	Robe Pourpre +6
11807	Robe Pourpre +7
11808	Robe Pourpre +8
11809	Robe Pourpre +9
11810	Robe turquoise+0
11811	Robe turquoise+1
11812	Robe turquoise+2
11813	Robe turquoise+3
11814	Robe turquoise+4
11815	Robe turquoise+5
11816	Robe turquoise+6
11817	Robe turquoise+7
11818	Robe turquoise+8
11819	Robe turquoise+9
11820	Robe rose+0
11821	Robe rose+1
11822	Robe rose+2
11823	Robe rose+3
11824	Robe rose+4
11825	Robe rose+5
11826	Robe rose+6
11827	Robe rose+7
11828	Robe rose+8
11829	Robe rose+9
11830	Robe d\'amoureux+0
11831	Robe d\'amoureux+1
11832	Robe d\'amoureux+2
11833	Robe d\'amoureux+3
11834	Robe d\'amoureux+4
11835	Robe d\'amoureux+5
11836	Robe d\'amoureux+6
11837	Robe d\'amoureux+7
11838	Robe d\'amoureux+8
11839	Robe d\'amoureux+9
11840	Robe ciel ouest loint.+0
11841	Robe ciel ouest loint.+1
11842	Robe ciel ouest loint.+2
11843	Robe ciel ouest loint.+3
11844	Robe ciel ouest loint.+4
11845	Robe ciel ouest loint.+5
11846	Robe ciel ouest loint.+6
11847	Robe ciel ouest loint.+7
11848	Robe ciel ouest loint.+8
11849	Robe ciel ouest loint.+9
11850	Robe solaire+0
11851	Robe solaire+1
11852	Robe solaire+2
11853	Robe solaire+3
11854	Robe solaire+4
11855	Robe solaire+5
11856	Robe solaire+6
11857	Robe solaire+7
11858	Robe solaire+8
11859	Robe solaire+9
11860	Robe de moral+0
11861	Robe de moral+1
11862	Robe de moral+2
11863	Robe de moral+3
11864	Robe de moral+4
11865	Robe de moral+5
11866	Robe de moral+6
11867	Robe de moral+7
11868	Robe de moral+8
11869	Robe de moral+9
11870	Robe du chat orange+0
11871	Robe du chat orange+1
11872	Robe du chat orange+2
11873	Robe du chat orange+3
11874	Robe du chat orange+4
11875	Robe du chat orange+5
11876	Robe du chat orange+6
11877	Robe du chat orange+7
11878	Robe du chat orange+8
11879	Robe du chat orange+9
11880	Robe de baronne+0
11881	Robe de baronne+1
11882	Robe de baronne+2
11883	Robe de baronne+3
11884	Robe de baronne+4
11885	Robe de baronne+5
11886	Robe de baronne+6
11887	Robe de baronne+7
11888	Robe de baronne+8
11889	Robe de baronne+9
11890	Robe noire+0
11891	Robe noire+1
11892	Robe noire+2
11893	Robe noire+3
11894	Robe noire+4
11895	Robe noire+5
11896	Robe noire+6
11897	Robe noire+7
11898	Robe noire+8
11899	Robe noire+9
11901	Smoking
11902	Smoking
11903	Robe de mariée
11904	Robe de mariée
11911	Smoking
11912	Smoking
11913	Robe de mariée
11914	Robe de mariée
11951	Armure du singe
11952	Costume azur
11953	Armure de réquiem
11954	Robe Pourpre
11971	Armure de Hwang
11972	Armure rouge de Hwang
11973	Armure de Zin-Hwang
11974	Armure de Sang-Hwang
12000	Combinaison Aqua+0
12001	Combinaison Aqua+1
12002	Combinaison Aqua+2
12003	Combinaison Aqua+3
12004	Combinaison Aqua+4
12005	Combinaison Aqua+5
12006	Combinaison Aqua+6
12007	Combinaison Aqual+7
12008	Combinaison Aqua+8
12009	Combinaison Aqua+9
12010	Armure d\'acier azuré +0
12011	Armure d\'acier azuré +1
12012	Armure d\'acier azuré +2
12013	Armure d\'acier azuré +3
12014	Armure d\'acier azuré +4
12015	Armure d\'acier azuré +5
12016	Armure d\'acier azuré +6
12017	Armure d\'acier azuré +7
12018	Armure d\'acier azuré +8
12019	Armure d\'acier azuré +9
12020	Cost. de dragon azuré +0
12021	Cost. de dragon azuré +1
12022	Cost. de dragon azuré +2
12023	Cost. de dragon azuré +3
12024	Cost. de dragon azuré +4
12025	Cost. de dragon azuré +5
12026	Cost. de dragon azuré +6
12027	Cost. de dragon azuré +7
12028	Cost. de dragon azuré +8
12029	Cost. de dragon azuré +9
12030	Plaques auréolées +0
12031	Plaques auréolées +1
12032	Plaques auréolées +2
12033	Plaques auréolées +3
12034	Plaques auréolées +4
12035	Plaques auréolées +5
12036	Plaques auréolées +6
12037	Plaques auréolées +7
12038	Plaques auréolées +8
12039	Plaques auréolées +9
12040	Vêtements draconiques +0
12041	Vêtements draconiques +1
12042	Vêtements draconiques +2
12043	Vêtements draconiques +3
12044	Vêtements draconiques +4
12045	Vêtements draconiques +5
12046	Vêtements draconiques+6
12047	Vêtements draconiques +7
12048	Vêtements draconiques +8
12049	Vêtements draconiques +9
12200	Heaume traditionnel+0
