ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
2090	√µø±±√+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	80000	2091	100	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	0	0	3	0
2091	√µø±±√+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	90000	2092	101	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	6	0	3	0
2092	√µø±±√+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	95000	2093	102	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	12	0	3	0
2093	√µø±±√+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	110000	2094	103	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	18	0	3	0
2094	√µø±±√+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	135000	2095	104	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	24	30	3	0
2095	√µø±±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	165000	2096	105	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	32	40	3	0
2096	√µø±±√+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	215000	2097	106	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	41	50	3	0
2097	√µø±±√+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	295000	2098	107	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	51	65	3	0
2098	√µø±±√+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	410000	2099	108	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	62	80	3	0
2099	√µø±±√+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	615000	0	0	15	LEVEL	45	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	74	100	3	0
2100	º“∏∂±√+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	110000	2101	100	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	0	0	3	0
2101	º“∏∂±√+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	120000	2102	101	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	6	0	3	0
2102	º“∏∂±√+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	135000	2103	102	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	12	0	3	0
2103	º“∏∂±√+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	155000	2104	103	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	18	0	3	0
2104	º“∏∂±√+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	185000	2105	104	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	24	30	3	0
2105	º“∏∂±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	230000	2106	105	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	32	40	3	0
2106	º“∏∂±√+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	300000	2107	106	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	41	50	3	0
2107	º“∏∂±√+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	405000	2108	107	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	51	65	3	0
2108	º“∏∂±√+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	565000	2109	108	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	62	80	3	0
2109	º“∏∂±√+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	110000	845000	0	0	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	116	216	74	100	3	0
2110	√µ∏∂±√+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	140000	2111	100	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	0	0	3	0
2111	√µ∏∂±√+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	155000	2112	101	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	6	0	3	0
2112	√µ∏∂±√+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	170000	2113	102	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	12	0	3	0
2113	√µ∏∂±√+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	195000	2114	103	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	18	0	3	0
2114	√µ∏∂±√+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	235000	2115	104	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	24	30	3	0
2115	√µ∏∂±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	290000	2116	105	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	32	40	3	0
2116	√µ∏∂±√+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	380000	2117	106	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	41	50	3	0
2117	√µ∏∂±√+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	515000	2118	107	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	51	65	3	0
2118	√µ∏∂±√+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	720000	2119	108	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	62	80	3	0
2119	√µ∏∂±√+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	140000	1075000	0	0	15	LEVEL	55	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	139	213	74	100	3	0
2120	ªÁ¿œ¥Î±√+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	180000	2121	100	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	0	0	3	0
2121	ªÁ¿œ¥Î±√+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	200000	2122	101	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	6	0	3	0
2122	ªÁ¿œ¥Î±√+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	220000	2123	102	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	12	0	3	0
2123	ªÁ¿œ¥Î±√+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	250000	2124	103	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	18	0	3	0
2124	ªÁ¿œ¥Î±√+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	300000	2125	104	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	24	30	3	0
2125	ªÁ¿œ¥Î±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	375000	2126	105	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	32	40	3	0
2126	ªÁ¿œ¥Î±√+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	490000	2127	106	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	41	50	3	0
2127	ªÁ¿œ¥Î±√+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	660000	2128	107	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	51	65	3	0
2128	ªÁ¿œ¥Î±√+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	925000	2129	108	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	62	80	3	0
2129	ªÁ¿œ¥Î±√+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	180000	1385000	0	0	15	LEVEL	60	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	135	251	74	100	3	0
2130	∏≈»≠Ω≈±√+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	2131	100	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	0	0	3	0
2131	∏≈»≠Ω≈±√+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	2132	101	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	6	0	3	0
2132	∏≈»≠Ω≈±√+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	2133	102	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	13	0	3	0
2133	∏≈»≠Ω≈±√+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2134	103	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	21	0	3	0
2134	∏≈»≠Ω≈±√+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	2135	104	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	30	30	3	0
2135	∏≈»≠Ω≈±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	2136	105	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	40	40	3	0
2136	∏≈»≠Ω≈±√+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	2137	106	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	51	50	3	0
2137	∏≈»≠Ω≈±√+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	2138	107	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	63	65	3	0
2138	∏≈»≠Ω≈±√+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	2139	108	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	76	80	3	0
2139	∏≈»≠Ω≈±√+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	0	0	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	90	100	3	0
2140	»≤∑Ê¥Î±√+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	2141	100	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	0	0	3	0
2141	»≤∑Ê¥Î±√+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	2142	101	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	8	0	3	0
2142	»≤∑Ê¥Î±√+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	2143	102	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	17	0	3	0
2143	»≤∑Ê¥Î±√+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2144	103	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	27	0	3	0
2144	»≤∑Ê¥Î±√+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	2145	104	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	38	30	3	0
2145	»≤∑Ê¥Î±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	2146	105	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	50	40	3	0
2146	»≤∑Ê¥Î±√+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	2147	106	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	63	50	3	0
2147	»≤∑Ê¥Î±√+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	2148	107	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	77	65	3	0
2148	»≤∑Ê¥Î±√+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	2149	108	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	102	80	3	0
2149	»≤∑Ê¥Î±√+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	2160	501	15	LEVEL	65	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	187	293	137	100	3	0
2150	»£æ∆∞¢±√+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	30000	2151	352	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	0	0	2	-1
2151	»£æ∆∞¢±√+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	33000	2152	353	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	7	0	2	-1
2152	»£æ∆∞¢±√+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	36500	2153	354	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	13	0	2	-1
2153	»£æ∆∞¢±√+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	41500	2154	355	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	20	0	2	-1
2154	»£æ∆∞¢±√+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	50000	2155	356	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	26	30	2	-1
2155	»£æ∆∞¢±√+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	62500	2156	357	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	35	40	2	-1
2156	»£æ∆∞¢±√+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	81500	2157	358	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	44	50	2	-1
2157	»£æ∆∞¢±√+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	110000	2158	359	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	55	65	2	-1
