VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE	
1067	M2SF	S_KNIGHT	MONSTER	MELEE	71		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_general	0	90	45	67	22	108	200	11146	4	12	39525	59250	11400	80	100	100	100	2000	175	0	0	20	5	0	0	0	1	0	0	5	5	0	-15	0	0	0	0	10	2	0	0	14522777	0	0	0	0	0							0	0	0	0	0	
1068	M2SF	S_KNIGHT	MONSTER	MELEE	72		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_bigboss	0	91	46	68	23	109	203	11421	4	12	40050	60075	11560	81	100	100	100	2000	175	0	0	20	5	0	0	0	1	0	5	0	0	5	-15	0	0	0	0	10	2	0	0	14522777	0	0	0	0	0							0	0	0	0	0	
1069	M2SF	S_KNIGHT	MONSTER	MAGIC	73		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_wizard	0	69	92	46	23	142	174	11693	4	12	40575	60900	11720	82	100	100	100	2000	850	0	0	20	5	0	0	0	1	-15	-10	-5	-10	-15	25	0	0	20	0	10	2	0	0	14522777	0	0	0	0	0							0	0	0	0	0	
1070	M2SF	S_KNIGHT	MONSTER	MELEE	74		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	immotal_ghost	0	70	93	47	23	144	176	11968	4	12	41100	61725	11880	83	100	100	100	2000	175	0	0	20	5	0	0	0	1	10	5	10	10	10	-10	0	0	0	0	10	2	0	0	14522777	0	0	0	0	0							0	0	0	0	0	
1071	M2SF	S_KNIGHT	MONSTER	MAGIC	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	recycle_monster	0	47	71	95	24	145	178	12240	4	12	41700	62550	12040	84	100	100	100	2000	850	0	0	20	5	0	0	0	1	-10	-15	-10	-15	-10	30	0	0	25	0	10	2	0	0	14522777	70107	0	0	0	0							0	0	0	0	0	
1091	M2SF	BOSS	MONSTER	MELEE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	24481	14	22	68700	103050	30100	84	100	100	100	2000	175	0	0	30	10	0	0	0	1	0	0	0	-20	-20	30	0	0	30	0	10	2	1039	10	0	0	25	256	0	0							0	0	0	0	0	
1092	M2SF	BOSS	MONSTER	MELEE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	48961	9	12	68700	103050	60200	84	100	100	100	2000	175	0	0	30	10	0	0	0	1	0	0	0	-20	-20	30	0	0	30	0	10	2	0	0	16756141	0	25	256	0	0							0	0	0	0	0	
1093	M2SF	KING	MONSTER	MELEE	78		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_god	0	97	73	49	24	116	215	522500	9	12	71400	107100	469500	87	100	100	100	2000	175	0	0	50	10	0	0	0	1	0	0	0	-20	-20	50	0	0	60	0	10	2.4	0	0	0	0	10	259	40	260							0	0	0	0	0	
1094	M2SF	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	122	91	61	30	150	278	2568600	30	20	1755000	2632500	891000	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	16756141	0	30	256	0	0							20	20	0	30	40	
1095	M2SF	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_god	0	122	91	61	30	150	278	2568600	30	20	1755000	2632500	891000	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	0	0	10	259	40	260							20	20	0	30	40	
1096	M2SF	BOSS	MONSTER	MELEE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	48961	9	12	68700	103050	60200	84	100	100	100	2000	175	0	0	30	10	0	0	0	1	0	0	0	-20	-20	30	0	0	30	0	10	2	0	0	16756141	0	25	256	0	0							0	0	0	0	0	
1101	M2SF	S_PAWN	MONSTER	MAGIC	62			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	96	178	4602	3	7	18750	28125	3287	70	80	100	100	2000	850	30048	0	0	10	0	0	0	2	0	-5	0	5	5	-5	0	0	0	0	1	1.54	0	0	0	0	0	0	0	0							0	0	0	0	0	
1102	M2SF	S_PAWN	MONSTER	MELEE	63			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	125	153	4730	3	7	19050	28575	3340	71	90	100	100	2000	175	30049	0	0	10	0	0	0	2	-5	0	-5	5	5	0	0	0	0	0	1	1.54	0	0	0	70105	0	0	0	0							0	0	0	0	0	
1103	M2SF	S_PAWN	MONSTER	MELEE	64			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	98	183	4861	3	7	19725	29550	3392	72	100	100	100	2000	175	30088	0	0	15	0	0	0	2	5	-10	0	0	0	10	0	0	0	0	1	1.54	0	0	0	70105	0	0	0	0							0	0	0	0	0	
1104	M2SF	KNIGHT	MONSTER	MELEE	64			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	98	183	6482	6	12	27150	40725	5655	72	100	100	100	2000	175	30014	0	0	15	0	0	0	2	0	-5	5	0	0	-5	0	0	0	0	1	1.98	0	0	0	70106	0	0	0	0							0	0	0	0	0	
1105	M2SF	KNIGHT	MONSTER	MELEE	65			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	128	157	6660	6	12	27600	41400	5742	73	80	100	100	2000	175	30089	0	0	20	0	0	0	2	10	-15	-5	0	0	5	0	0	0	0	1	1.98	0	0	0	70106	0	0	0	0							0	0	0	0	0	
1106	M2SF	KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	101	188	6839	3	7	27975	42000	5830	75	70	100	100	2000	175	30090	0	0	20	0	0	0	2	5	-5	0	0	0	-10	0	0	0	0	1	1.98	0	0	0	70106	0	0	0	0							0	0	0	0	0	
1107	M2SF	S_KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	101	188	10686	3	12	35700	53550	11660	75	60	100	100	2000	175	30050	0	0	20	0	0	0	2	-5	-10	-5	0	0	20	0	0	0	0	1	2.2	0	0	0	70107	0	0	0	0							0	0	0	0	0	
1131	M2SF	S_PAWN	MONSTER	MAGIC	81		AGGR	0	ICE,ATT_ICE		0	ice_snow_monster	0	78	104	52	20	198	278	8285	7	10	39150	58725	13150	70	75	100	100	2000	650	30048	0	0	10	0	0	0	2	15	10	15	15	15	30	-30	0	0	0	1	2.0384	0	0	0	0	0	0	0	0							0	0	0	0	0	
1132	M2SF	S_PAWN	MONSTER	MELEE	81		AGGR	0	ICE,ATT_ICE		0	ice_snow_whale	0	79	105	52	20	156	195	8514	7	10	39675	59700	13360	71	110	100	100	2000	150	30049	0	0	10	0	0	0	2	15	10	15	15	15	0	-30	0	0	0	1	2.0384	0	0	0	70105	0	0	0	0							0	0	0	0	0	
1133	M2SF	S_PAWN	MONSTER	MELEE	82		AGGR	0	ICE,ATT_ICE		0	ice_snow_insect	0	79	105	53	20	176	233	8751	6	10	44025	66000	13570	72	110	100	100	2000	150	30088	0	0	15	0	0	0	2	15	10	15	15	15	0	-30	0	0	0	1	2.0384	0	0	0	70105	0	0	0	0							0	0	0	0	0	
1134	M2SF	KNIGHT	MONSTER	MELEE	83		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	81	107	53	20	176	205	13167	6	15	65625	98550	22620	72	110	100	100	2000	150	30014	0	0	15	0	0	0	2	15	10	15	15	15	0	-30	0	0	0	1	2.016	0	0	0	70106	0	0	0	0							0	0	0	0	0	
1135	M2SF	KNIGHT	MONSTER	MELEE	83		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	108	53	81	21	140	253	11990	12	10	66675	100050	22970	73	90	100	100	2000	150	30089	0	0	20	0	0	0	2	15	10	15	15	15	0	-30	0	0	0	1	2.016	0	0	0	70106	0	0	0	0							0	0	0	0	0	
1136	M2SF	KNIGHT	MONSTER	MELEE	84		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	109	82	55	21	175	216	12311	6	10	67650	101400	23320	75	80	100	100	2000	150	30090	0	0	20	0	0	0	2	15	10	15	15	15	0	-30	0	0	0	1	2.016	0	0	0	70106	0	0	0	0							0	0	0	0	0	
1137	M2SF	S_KNIGHT	MONSTER	MELEE	85		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	129	126	55	21	192	276	25646	6	10	86100	129225	46640	75	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	35	40	40	40	0	-30	0	0	0	1	2.24	0	0	0	70107	0	0	0	0							0	0	0	0	0	
1151	M2SF	S_PAWN	MONSTER	MAGIC	52			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	96	178	5523	7	5	75000	150000	5000	60	90	100	100	2000	850	30048	0	0	10	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
1152	M2SF	S_PAWN	MONSTER	MELEE	53			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	125	153	5676	7	5	75000	150000	5000	61	100	100	100	2000	150	30049	0	0	10	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
1153	M2SF	S_PAWN	MONSTER	MELEE	54			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	98	183	5834	7	5	75000	150000	5000	62	110	100	100	2000	150	30088	0	0	15	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
1154	M2SF	KNIGHT	MONSTER	MELEE	54			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	98	183	7778	12	10	75000	150000	5000	62	110	100	100	2000	150	30014	0	0	15	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.7	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
1155	M2SF	KNIGHT	MONSTER	MELEE	55			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	128	157	7993	12	10	75000	150000	5000	63	90	100	100	2000	150	30089	0	0	20	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.7	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
1156	M2SF	KNIGHT	MONSTER	MELEE	56			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	101	188	8207	7	5	75000	150000	5000	65	80	100	100	2000	150	30090	0	0	20	0	0	0	2	15	15	15	15	15	0	-30	0	0	0	1	1.7	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
1157	M2SF	S_KNIGHT	MONSTER	MELEE	56			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	101	188	12823	7	10	75000	150000	5000	65	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	40	40	40	40	0	-30	0	0	0	1	2.2	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
1171	M2SF	S_PAWN	MONSTER	MAGIC	62			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	115	214	3682	3	7	18750	28125	2300	70	80	100	100	2000	850	30048	0	0	10	0	0	0	2	0	-5	0	5	5	-5	0	0	0	0	1	1.54	0	0	16764108	0	0	0	0	0							0	0	0	0	0	
1172	M2SF	S_PAWN	MONSTER	MELEE	63			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	150	184	3784	3	7	19050	28575	2337	71	90	100	100	2000	175	30049	0	0	10	0	0	0	2	-5	0	-5	5	5	0	0	0	0	0	1	1.54	0	0	16764108	70105	0	0	0	0							0	0	0	0	0	
1173	M2SF	S_PAWN	MONSTER	MELEE	64			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	118	220	3889	3	7	19725	29550	2375	72	100	100	100	2000	175	30088	0	0	15	0	0	0	2	5	-10	0	0	0	10	0	0	0	0	1	1.54	0	0	16764108	70105	0	0	0	0							0	0	0	0	0	
1174	M2SF	KNIGHT	MONSTER	MELEE	64			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	118	220	5186	6	12	27150	40725	3957	72	100	100	100	2000	175	30014	0	0	15	0	0	0	2	0	-5	5	0	0	-5	0	0	0	0	1	1.98	0	0	16764108	70106	0	0	0	0							0	0	0	0	0	
1175	M2SF	KNIGHT	MONSTER	MELEE	65			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	154	188	5328	6	12	27600	41400	4020	73	80	100	100	2000	175	30089	0	0	20	0	0	0	2	10	-15	-5	0	0	5	0	0	0	0	1	1.98	0	0	16764108	70106	0	0	0	0							0	0	0	0	0	
1176	M2SF	KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	121	226	5471	3	7	27975	42000	4080	75	70	100	100	2000	175	30090	0	0	20	0	0	0	2	5	-5	0	0	0	-10	0	0	0	0	1	1.98	0	0	16764108	70106	0	0	0	0							0	0	0	0	0	
1177	M2SF	S_KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	121	226	8549	3	12	35700	53550	8162	75	60	100	100	2000	175	30050	0	0	20	0	0	0	2	-5	-10	-5	0	0	20	0	0	0	0	1	2.2	0	0	16764108	70107	0	0	0	0							0	0	0	0	0	
1191	M2SF	BOSS	MONSTER	MELEE	74		AGGR,DEATHBLOW	1	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	ice_snow_witch	0	65	43	86	22	164	253	130482	8	22	32100000	48150000	56200	79	100	120	100	2000	1000	0	0	0	50	0	0	0	2	40	40	30	30	30	40	-20	0	90	0	100	2.2	1107	30	0	0	0	0	0	0							0	40	0	30	0	
1192	M2SF	BOSS	MONSTER	MAGIC	89		AGGR,BERSERK,STONESKIN,DEATHBLOW	1	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	ice_snow_witch	0	97	73	49	24	174	293	352410	6	16	64200000	96300000	812000	86	130	160	100	2000	1000	0	0	0	50	0	0	0	2	60	60	40	40	40	60	-20	0	40	0	100	3.6	1137	30	6750207	0	0	0	0	0							40	30	0	15	0	
1301	M2SF	S_PAWN	MONSTER	MELEE	57			0	ATT_WIND		0	greenfrog_soldier	0	80	60	40	18	89	166	3990	3	7	20100	30150	2747	65	100	110	100	2000	175	30060	0	0	0	0	0	5	5	0	-5	0	0	0	-10	0	0	0	0	0	1.4	0	0	0	70105	0	0	0	0							0	0	0	0	0	
1302	M2SF	S_KNIGHT	MONSTER	MELEE	59			0	ATT_WIND		0	greenfrog_general	0	75	58	40	19	92	170	8811	7	12	36300	54525	9480	67	100	100	100	2000	175	30061	0	0	0	0	0	10	5	0	0	10	0	0	-15	0	0	0	0	0	2	0	0	0	70107	0	0	0	0							0	0	0	0	0	
1303	M2SF	S_PAWN	MONSTER	MELEE	58			0	ATT_WIND		0	goblin_leafhead	0	96	60	50	19	116	142	4108	3	7	20400	30675	2795	66	70	100	100	2000	175	30040	0	0	0	0	0	0	5	-5	-10	-5	0	0	20	0	0	0	0	0	1.4	0	0	0	70105	0	0	0	0							0	0	0	0	0	
1304	M2SF	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_WIND		0	yellow_tigerman	0	99	80	56	24	113	210	178040	7	12	75525	113250	60200	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	15	10	15	15	15	10	0	0	0	0	0	2	1305	0	0	0	40	258	0	0							0	0	0	0	0	
1305	M2SF	S_KNIGHT	MONSTER	MELEE	61			0	ATT_WIND		0	sugu_general	0	93	52	35	19	94	175	9324	3	12	37500	56250	9800	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	10	-5	0	0	-20	0	0	0	0	0	2	0	0	0	70107	0	0	0	0							0	0	0	0	0	
1306	M2SF	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	99	80	56	24	113	210	178040	15	10	2748000	4122000	60200	84	100	100	0	2000	150	0	0	0	0	0	0	10	10	40	35	40	40	40	40	0	0	60	0	0	1.8	1305	0	0	0	40	258	0	0							0	0	0	0	0	
1307	M2SF	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	122	91	61	30	150	278	2568600	30	20	1755000	2632500	891000	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	0	0	40	258	0	0							20	20	0	30	40	
1308	M2SF	BOSS	MONSTER	MELEE	40		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	48	32	63	16	79	146	143232	10	10	2748000	4122000	60200	57	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	0	0		0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0	
1309	M2SF	BOSS	MONSTER	MELEE	65		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	77	38	57	19	93	173	255680	10	10	2748000	4122000	60200	84	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	0	0		0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40	
1310	M2SF	BOSS	MONSTER	MELEE	95		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	122	91	61	30	150	208	284864	10	10	2748000	4122000	60200	90	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	0	10		0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40	
1331	M2SF	S_PAWN	MONSTER	MELEE	57			0	ATT_WIND		0	greenfrog_soldier	0	80	60	40	18	107	199	3192	3	7	20100	30150	1922	65	100	110	100	2000	175	30060	0	0	0	0	0	5	5	0	-5	0	0	0	-10	0	0	0	0	0	1.4	0	0	16764108	70105	0	0	0	0							0	0	0	0	0	
1332	M2SF	S_KNIGHT	MONSTER	MELEE	59			0	ATT_WIND		0	greenfrog_general	0	75	58	40	19	110	204	7049	7	12	36300	54525	6635	67	100	100	100	2000	175	30061	0	0	0	0	0	10	5	0	0	10	0	0	-15	0	0	0	0	0	2	0	0	16764108	70107	0	0	0	0							0	0	0	0	0	
1333	M2SF	S_PAWN	MONSTER	MELEE	58			0	ATT_WIND		0	goblin_leafhead	0	96	60	50	19	139	170	3287	3	7	20400	30675	1957	66	70	100	100	2000	175	30040	0	0	0	0	0	0	5	-5	-10	-5	0	0	20	0	0	0	0	0	1.4	0	0	16764108	70105	0	0	0	0							0	0	0	0	0	
1334	M2SF	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_ELEC		0	yellow_tigerman	0	99	80	56	24	136	252	142432	7	12	75525	113250	42140	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	15	10	15	15	15	10	0	0	0	0	0	2	1305	0	16764108	0	40	258	0	0							0	0	0	0	0	
1335	M2SF	S_KNIGHT	MONSTER	MELEE	61			0	ATT_WIND		0	sugu_general	0	93	52	35	19	113	210	7459	3	12	37500	56250	6860	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	10	-5	0	0	-20	0	0	0	0	0	2	0	0	16764108	70107	0	0	0	0							0	0	0	0	0	
1401	M2SF	S_PAWN	MONSTER	MELEE	66			0	ATT_ELEC	POISON	0	mutant_1	0	84	42	63	21	137	167	72346	6	10	52500	78750	10752	81	155	130	100	2000	250	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	15	0	0	3.08	0	5	0	70105	0	0	0	0							0	0	0	0	0	
1402	M2SF	KNIGHT	MONSTER	MELEE	73		AGGR	0	ATT_ELEC	SLOW,CURSE	0	mutant_2	0	91	46	66	23	116	216	108134	10	7	79650	119475	20055	83	155	130	100	2000	250	0	0	0	0	0	0	15	20	10	0	10	15	15	0	0	0	20	0	0	3.96	0	10	0	70106	0	0	0	0							0	0	0	0	0	
1403	M2SF	S_KNIGHT	MONSTER	MELEE	77		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	mutant_3	0	94	55	65	10	122	226	178080	14	10	106950	160425	43260	90	155	130	100	2000	250	0	0	0	0	0	0	15	20	10	10	10	20	20	0	0	0	25	0	0	4.4	0	15	0	70107	0	0	0	0							0	0	0	0	0	
1501	M2SF	S_PAWN	MONSTER	MELEE	69			0	ATT_EARTH		0	golem_1	0	84	42	63	21	142	174	73997	6	5	54750	82125	11635	78	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	15	0	0	3.08	0	5	0	70105	0	0	0	0							0	0	0	0	0	
1502	M2SF	S_PAWN	MONSTER	MELEE	72		AGGR	0	ATT_EARTH		0	golem_2	0	85	43	64	21	115	213	79738	6	5	78600	117900	12137	83	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	20	0	0	3.08	0	5	0	70105	0	0	0	0							0	0	0	0	0	
1503	M2SF	KNIGHT	MONSTER	MELEE	76		AGGR	0	ATT_EARTH		0	golem_3	0	92	42	65	10	120	224	111053	10	5	105600	158400	21350	87	135	110	100	2000	300	0	0	0	0	0	0	15	20	15	10	15	15	15	20	0	0	25	0	0	3.96	0	10	0	70106	0	0	0	0							0	0	0	0	0	
1601	M2SF	PAWN	MONSTER	MELEE	68			0	ATT_ELEC	POISON	0	nersluck_1	0	85	43	65	22	140	172	63024	6	10	54000	81000	9362	79	145	120	100	2000	300	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	15	0	0	2.2	0	5	0	70104	0	0	0	0							0	0	0	0	0	
1602	M2SF	KNIGHT	MONSTER	MELEE	70		AGGR	0	ATT_ELEC	SLOW,CURSE	0	nersluck_2	0	85	43	65	22	112	208	101222	10	7	76500	114750	19670	85	145	120	100	2000	300	0	0	0	0	0	0	15	20	10	0	10	15	15	0	0	0	20	0	0	3.96	0	10	0	70106	0	0	0	0							0	0	0	0	0	
1603	M2SF	KNIGHT	MONSTER	MELEE	75		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	nersluck_3	0	85	43	65	22	119	221	111053	10	10	104250	156375	20580	88	145	120	100	2000	300	0	0	0	0	0	0	15	20	10	10	10	15	15	-5	0	0	25	0	0	3.96	0	15	0	70106	0	0	0	0							0	0	0	0	0	
1901	M2SF	BOSS	MONSTER	MELEE	72		AGGR	0	ATT_ICE		0	fox_ninetail	0	91	68	46	23	109	203	166120	24	32	66000	99000	57800	81	100	100	100	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1107	0	0	0	25	258	40	259							0	0	0	0	0	
1902	M2SF	BOSS	MONSTER	MELEE	72		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	91	68	46	23	109	203	178040	15	10	2640000	3960000	57800	81	110	100	0	2000	150	0	0	0	0	0	0	10	10	40	35	40	40	40	40	0	0	60	0	0	1.8	1107	0	0	0	35	258	40	259							0	0	0	0	0	
1903	M2SF	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	150	278	2568600	30	20	1755000	2632500	891000	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	0	0	35	258	40	259							20	20	0	30	40	
1904	M2SF	BOSS	MONSTER	MELEE	40		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	48	32	63	16	79	146	143232	10	10	2748000	4122000	60200	57	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	0	10		0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40	
1905	M2SF	BOSS	MONSTER	MELEE	65		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	77	38	57	19	93	173	255680	10	10	2748000	4122000	60200	84	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	0	10		0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40	
1906	M2SF	BOSS	MONSTER	MELEE	95		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	150	208	284864	10	10	2748000	4122000	60200	90	100	100	0	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	0	10		0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40	
2001	M2SF	PAWN	MONSTER	MELEE	43			0	INSECT		0	spider_young	0	28	41	55	14	89	109	1949	4	12	9150	13725	3027	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	5	1	0	0	16764108	70104	0	0	0	0							0	0	0	0	0	
2002	M2SF	PAWN	MONSTER	MELEE	45			0	INSECT		0	spider_poison	0	47	57	29	14	82	123	2088	3	7	9525	14250	3167	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	5	1	0	0	16764108	70104	0	0	0	0							0	0	0	0	0	
2003	M2SF	S_PAWN	MONSTER	MELEE	48			0	INSECT		0	spider_redpoison	0	54	60	15	15	86	129	2769	9	17	15075	22650	4052	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	-5	1	-5	0	0	-5	0	0	0	0	5	1.4	0	0	16764108	70105	0	0	0	0							0	0	0	0	0	
